Country Name,Country Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Uganda,UGA,257.6303609,234.9840775,240.2423229,237.9995917,288.0236949,315.7880227,336.4593923,401.8508631,449.6928183,647.0107732,594.9972557,584.3962137,647.704741,662.4922903,719.172669,693.8963829,615.3088032,606.4684535
Ukraine,UKR,635.7089635,780.7380243,879.4750486,1048.522488,1367.352433,1828.717626,2303.018831,3068.608998,3891.037823,2545.480341,2965.142365,3569.757027,3855.42128,4029.715504,3104.658296,2124.662666,2185.728031,2639.824326
Upper middle income,UMC,1976.979164,1983.63792,1974.360024,2207.994505,2632.100117,3145.45915,3712.462278,4584.694068,5567.030705,5317.838418,6399.65448,7605.957484,8050.145902,8516.527381,8696.988523,8076.64872,7937.288209,8610.318837
Uruguay,URY,6871.897677,6281.377047,4088.768855,3622.052284,4117.308853,5220.951116,5877.876078,7009.697046,9062.312164,9415.170386,11938.212,14166.49908,15092.06819,16881.20568,16737.89827,15524.84247,15220.56603,16245.59837
United States,USA,36449.85512,37273.6181,38166.03784,39677.19835,41921.80976,44307.92058,46437.06712,48061.53766,48401.42734,47001.55535,48373.87882,49790.66548,51450.1223,52787.02695,54598.55069,56207.03675,57466.78711,59927.93029
Uzbekistan,UZB,558.221144,456.7034892,383.3494997,396.129969,465.1198869,546.7768502,654.2838373,830.4076942,1082.286025,1213.265328,1377.08214,1564.966945,1740.468298,1907.551233,2050.448414,2137.576852,2110.647872,1533.852038
St. Vincent and the Grenadines,VCT,3672.635267,3982.297759,4270.924902,4446.758618,4808.215911,5064.451065,5609.649007,5977.544681,6370.437886,6177.610514,6231.770232,6183.676822,6338.117781,6597.211381,6656.298315,6739.605825,7030.057145,7145.076837
"Venezuela, RB",VEN,4783.530592,4926.311339,3655.97562,3232.524276,4271.372404,5432.688675,6735.797588,8318.803399,11227.23138,11536.14939,13545.20584,10741.57638,12755.00008,12237.22406,,,,
British Virgin Islands,VGB,,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),VIR,,,30210.33565,31947.07869,35192.21862,41154.05653,41819.87001,44711.09539,39685.87463,39388.23133,40831.11408,40072.22264,38898.12396,35937.63426,34789.28674,36350.82163,,
Vietnam,VNM,433.3337078,448.8822788,477.1058763,530.8618505,606.9043783,699.4997775,796.6715738,919.2092656,1164.612525,1232.369674,1333.583524,1542.670436,1754.547974,1907.564382,2052.319084,2107.012927,2185.690282,2342.244003
Vanuatu,VUT,1469.849149,1362.601731,1353.934819,1580.502724,1787.947023,1886.433359,2047.097823,2393.367265,2697.961375,2643.441423,2965.802434,3275.091684,3158.58688,3167.343056,3148.365103,2805.83414,2860.566475,3123.614591
World,WLD,5482.634801,5378.820313,5514.318267,6114.832188,6800.556902,7271.05608,7775.611044,8651.148313,9371.487885,8775.391659,9509.365934,10443.93997,10539.39198,10709.47343,10850.22273,10130.18172,10150.78828,10748.71013
Samoa,WSM,1540.689023,1555.474051,1631.417027,1907.209417,2351.033814,2571.262348,2807.963899,3022.543121,3509.820223,3035.112838,3453.487434,3942.009827,4234.554443,4219.065123,4178.973369,4149.363444,4027.76137,4280.838915
Kosovo,XKX,1087.762401,1490.361033,1587.505829,1969.562713,2135.332847,2190.552079,2371.662079,2788.479464,3254.860674,3209.694109,3283.211938,3712.613666,3586.15377,3877.031087,4054.721339,3574.481782,3661.429847,3957.441819
"Yemen, Rep.",YEM,539.1043652,535.8330521,565.2083683,605.1647335,693.0835669,813.9643857,901.7599875,995.6284828,1203.720733,1093.812918,1309.23196,1349.42025,1421.171575,1580.181601,1647.033657,1401.903319,990.334774,1106.803906
South Africa,ZAF,3037.22503,2681.7081,2518.398261,3775.608275,4863.51688,5414.634326,5631.703485,6125.039984,5786.59972,5888.602084,7362.76139,8049.954224,7548.163698,6876.953821,6479.625659,5769.77258,5273.59388,6151.077955
Zambia,ZMB,341.9055625,378.2736238,377.1305244,429.1583434,530.2772217,691.3178164,1030.154199,1104.587985,1369.068249,1139.110233,1463.213573,1644.619672,1734.930612,1850.793359,1738.088202,1313.889646,1178.387905,1513.276316
Zimbabwe,ZWE,547.3588785,548.0587312,507.3480034,453.3511552,454.3606654,444.7605075,414.796232,396.9982166,325.6785703,605.824121,713.6035062,839.0927936,955.648466,1011.227396,1027.407462,1018.693083,1008.597331,1333.395663
